window_id,clap_sing,clap_speak,clap_logit_diff,clap_ok,error
INvijfl8Wyk_003,-0.61306423,0.47154799,-1.0846122,1,
INvijfl8Wyk_004,-1.0101854,-0.38667297,-0.62351239,1,
INvijfl8Wyk_005,-0.19873637,0.56211442,-0.76085079,1,
INvijfl8Wyk_006,2.0058169,0.68252301,1.3232939,1,
INvijfl8Wyk_007,1.4216888,0.57482207,0.84686673,1,
INvijfl8Wyk_008,3.1174552,0.24823646,2.8692188,1,
INvijfl8Wyk_009,1.4500951,-0.6639092,2.1140043,1,
INvijfl8Wyk_010,2.8175285,1.7062596,1.1112689,1,
INvijfl8Wyk_011,2.3183372,1.9794791,0.33885813,1,
INvijfl8Wyk_012,1.3368104,1.5093316,-0.17252123,1,
INvijfl8Wyk_013,2.8903503,2.4283872,0.46196318,1,
INvijfl8Wyk_014,-0.44365153,-2.8016388,2.3579873,1,
INvijfl8Wyk_015,-3.2380157,-2.0837114,-1.1543043,1,
I_jBx-DrsvA_000,-2.1690614,-0.64894331,-1.5201181,1,
I_jBx-DrsvA_001,-2.3759444,1.0517308,-3.4276751,1,
I_jBx-DrsvA_002,-3.4857953,-1.2764474,-2.2093478,1,
I_jBx-DrsvA_003,-4.6359715,-0.98463202,-3.6513395,1,
IcBQQKO3XYs_000,-1.1096601,-1.3174666,0.20780647,1,
IcBQQKO3XYs_001,-1.9428374,-1.8271183,-0.11571908,1,
IcBQQKO3XYs_002,-1.7260897,1.0803245,-2.8064142,1,
IcBQQKO3XYs_003,-4.4840636,-1.9062004,-2.5778632,1,
IcBQQKO3XYs_004,-2.4931273,-0.89382941,-1.5992979,1,
IcBQQKO3XYs_005,-1.4563191,-1.3232683,-0.1330508,1,
IcBQQKO3XYs_006,2.3053105,-0.75462365,3.0599341,1,
IcBQQKO3XYs_007,0.92537606,0.70161605,0.22376001,1,
IcBQQKO3XYs_008,0.14137647,0.52728385,-0.38590738,1,
IcBQQKO3XYs_009,0.4560751,-0.16090029,0.6169754,1,
IcBQQKO3XYs_010,0.79142278,1.3312063,-0.53978354,1,
IcBQQKO3XYs_011,0.82657856,-0.57778889,1.4043674,1,
IcBQQKO3XYs_012,0.88979566,2.0418062,-1.1520106,1,
IcBQQKO3XYs_013,-0.34535322,1.1202344,-1.4655876,1,
IcBQQKO3XYs_014,1.0245249,1.7148808,-0.6903559,1,
IcBQQKO3XYs_015,-3.5105419,-3.3516002,-0.15894175,1,
IcBQQKO3XYs_016,-1.0245856,-3.4527714,2.4281858,1,
IcBQQKO3XYs_017,-2.4109793,-0.84675395,-1.5642253,1,
IhZRs2KfY38_000,-2.2549939,-1.1233895,-1.1316044,1,
IhZRs2KfY38_001,0.13732943,-0.42487025,0.56219968,1,
IhZRs2KfY38_002,-4.5958991,-1.1871595,-3.4087396,1,
IjWra_3iNgc_000,-2.8412118,0.45560044,-3.2968122,1,
IjWra_3iNgc_001,-3.0050011,1.5758721,-4.5808731,1,
IjWra_3iNgc_002,-3.7204149,-0.70979983,-3.0106151,1,
IrQWplUZbAo_000,-2.6084352,-1.148896,-1.4595392,1,
IrQWplUZbAo_001,-0.28136864,-0.65154886,0.37018022,1,
IrQWplUZbAo_002,-2.1014743,0.36239147,-2.4638658,1,
IzqSRRMta9w_000,-3.0881088,-2.7590902,-0.32901859,1,
IzqSRRMta9w_001,-2.1368039,-0.59202194,-1.5447819,1,
IzqSRRMta9w_002,3.4221935,3.8461664,-0.42397285,1,
IzqSRRMta9w_003,2.0326006,1.5561379,0.47646272,1,
IzqSRRMta9w_004,1.7179126,1.6788746,0.039037943,1,
IzqSRRMta9w_005,-5.3082576,-2.3503747,-2.9578829,1,
IzqSRRMta9w_006,-1.2943556,0.56860018,-1.8629558,1,
IzqSRRMta9w_007,-5.2862048,-2.004854,-3.2813509,1,
IzqSRRMta9w_008,-1.3742092,-3.3971405,2.0229313,1,
IzqSRRMta9w_009,-2.4591637,-0.52919227,-1.9299714,1,
JIGLmiix5EU_000,-3.4098804,-0.66863048,-2.7412499,1,
JIGLmiix5EU_001,-4.0185933,0.25505522,-4.2736485,1,
JIGLmiix5EU_002,-1.6807103,1.1003842,-2.7810946,1,
JIGLmiix5EU_003,-4.6195216,-3.3123128,-1.3072088,1,
JIGLmiix5EU_004,-2.3518398,-1.1783684,-1.1734713,1,
JIGLmiix5EU_005,-0.8976016,-0.49319524,-0.40440637,1,
JIGLmiix5EU_006,-2.0957682,-0.025728093,-2.0700401,1,
JIGLmiix5EU_007,-4.5451922,-1.116334,-3.4288583,1,
JOwokgIDeyw_000,3.5671127,-0.029076558,3.5961892,1,
JOwokgIDeyw_001,-4.8209939,0.63951379,-5.4605077,1,
JOwokgIDeyw_002,-0.27482018,-0.89876246,0.62394229,1,
JOwokgIDeyw_003,-2.4109583,-0.20298497,-2.2079733,1,
JOwokgIDeyw_004,-3.7746058,-0.56054223,-3.2140635,1,
JV2q-Wiq6k4_000,-0.98387641,-1.0650755,0.08119911,1,
JV2q-Wiq6k4_001,-0.99394268,1.2684226,-2.2623653,1,
JV2q-Wiq6k4_002,-1.9714637,0.36753348,-2.3389972,1,
JV2q-Wiq6k4_003,-3.7242253,-0.88224965,-2.8419756,1,
JZUiihE418Q_000,-3.9723611,-3.7464614,-0.2258997,1,
JZUiihE418Q_001,-1.4819072,1.0048906,-2.4867978,1,
JZUiihE418Q_002,-1.6612475,0.64832187,-2.3095694,1,
JZUiihE418Q_003,2.145385,0.51382196,1.6315631,1,
JZUiihE418Q_004,2.2081673,0.94839877,1.2597685,1,
JZUiihE418Q_005,1.3045217,-0.33392167,1.6384434,1,
JZUiihE418Q_006,2.9921265,1.0582726,1.9338539,1,
JZUiihE418Q_007,3.0392985,-0.79328221,3.8325807,1,
JZUiihE418Q_008,4.2364392,0.16196196,4.0744773,1,
JZUiihE418Q_009,-1.2544748,0.79315251,-2.0476273,1,
JZUiihE418Q_010,-3.916822,-0.81011063,-3.1067113,1,
J_wNNblannQ_000,-4.650939,-0.91584605,-3.7350929,1,
J_wNNblannQ_001,-2.005981,-0.62308574,-1.3828952,1,
J_wNNblannQ_002,1.173751,1.342894,-0.16914296,1,
J_wNNblannQ_003,-2.3417175,-0.24973193,-2.0919856,1,
Jdz6NtNhg_s_000,-1.9835786,-0.20451035,-1.7790682,1,
Jdz6NtNhg_s_001,-1.875391,-0.51580709,-1.3595839,1,
Jdz6NtNhg_s_002,-1.9716898,0.046812143,-2.018502,1,
Jdz6NtNhg_s_003,-2.3947675,-0.35450229,-2.0402652,1,
Jdz6NtNhg_s_004,-2.0721853,0.22460738,-2.2967927,1,
Jdz6NtNhg_s_005,-3.2066395,-0.61633712,-2.5903024,1,
Jdz6NtNhg_s_006,-1.8240565,0.26046911,-2.0845256,1,
Jdz6NtNhg_s_007,-2.402055,-0.39373937,-2.0083157,1,
Jdz6NtNhg_s_008,-0.0088209268,0.53983712,-0.54865805,1,
Jdz6NtNhg_s_009,-1.7262018,1.0731696,-2.7993714,1,
Jr-hyQLu1_A_000,-2.2151325,0.0074362783,-2.2225688,1,
Jr-hyQLu1_A_001,-3.1547849,-1.0298272,-2.1249577,1,
Jr-hyQLu1_A_002,-3.1245251,-1.4537932,-1.6707319,1,
Jr-hyQLu1_A_003,-4.2367373,-1.0568249,-3.1799123,1,
K-X5GQcBnTw_000,0.18202294,-2.2092187,2.3912417,1,
K-X5GQcBnTw_001,0.8583675,0.97204673,-0.11367923,1,
K-X5GQcBnTw_002,-2.3140497,-0.75352252,-1.5605272,1,
K-X5GQcBnTw_003,-4.5179024,-1.9388335,-2.5790689,1,
KCYPmc59G24_000,-2.4027834,-0.86612439,-1.536659,1,
KCYPmc59G24_001,-1.2961917,1.5738274,-2.8700191,1,
KCYPmc59G24_002,-4.0630331,-0.55586821,-3.5071649,1,
KENXYyppSeI_000,-2.9118543,-0.32211301,-2.5897413,1,
KENXYyppSeI_001,-1.882162,-0.71555281,-1.1666092,1,
KENXYyppSeI_002,-1.2455323,0.023481114,-1.2690134,1,
KENXYyppSeI_003,-2.0037711,-0.74213874,-1.2616323,1,
KENXYyppSeI_004,-1.5798148,-0.57926607,-1.0005487,1,
KENXYyppSeI_005,-3.1736364,-2.2472045,-0.92643189,1,
KYZMOHEXvdk_000,-0.87744737,-0.809627,-0.06782037,1,
KYZMOHEXvdk_001,-3.0170121,-1.8667803,-1.1502318,1,
KYZMOHEXvdk_002,-3.7409365,-1.3590431,-2.3818934,1,
KYZMOHEXvdk_003,-2.1682477,0.4502264,-2.6184741,1,
KYZMOHEXvdk_004,-3.6028457,0.075694174,-3.6785398,1,
KYZMOHEXvdk_005,-3.7361958,-0.4351652,-3.3010306,1,
KZMmfNaj9RY_000,-4.0448709,-1.8759085,-2.1689624,1,
KZMmfNaj9RY_001,-2.4065721,-0.40459019,-2.0019819,1,
KZMmfNaj9RY_002,-1.0589678,0.52872324,-1.5876911,1,
KZMmfNaj9RY_003,-1.445645,0.79334933,-2.2389943,1,
KZMmfNaj9RY_004,-1.6563174,1.8006095,-3.4569268,1,
KZMmfNaj9RY_005,-1.4500659,0.016790399,-1.4668563,1,
KZMmfNaj9RY_006,-0.20715639,1.9136058,-2.1207622,1,
KZMmfNaj9RY_007,-2.670413,-3.9153235,1.2449105,1,
KZMmfNaj9RY_008,-2.468981,-0.63385165,-1.8351294,1,
KmXNJMVQ5Og_000,-2.2834496,-0.98620152,-1.2972481,1,
KmXNJMVQ5Og_001,-2.60607,-0.89977229,-1.7062978,1,
KmXNJMVQ5Og_002,-3.7889528,-0.65658426,-3.1323686,1,
KwklVl7E6Ec_000,-3.3969941,-1.2854406,-2.1115535,1,
KwklVl7E6Ec_001,-2.4676771,-3.7493584,1.2816813,1,
KwklVl7E6Ec_002,-2.2426338,-3.3917737,1.1491399,1,
KwklVl7E6Ec_003,1.7249782,-3.3181827,5.0431609,1,
KwklVl7E6Ec_004,-3.0333419,-1.3197203,-1.7136216,1,
KwklVl7E6Ec_005,-3.3988433,-0.68648475,-2.7123585,1,
KwklVl7E6Ec_006,-4.4340115,-1.2717392,-3.1622722,1,
Kx_gGVMiiKk_000,-1.6338176,1.2275933,-2.8614109,1,
Kx_gGVMiiKk_001,-0.6405561,0.92850959,-1.5690657,1,
Kx_gGVMiiKk_002,-1.0681523,0.45269638,-1.5208487,1,
Kx_gGVMiiKk_003,-1.3906885,-0.2084419,-1.1822466,1,
Kx_gGVMiiKk_004,-0.026758166,2.4721761,-2.4989342,1,
Kx_gGVMiiKk_005,-0.76646465,0.38317013,-1.1496348,1,
Kx_gGVMiiKk_006,-2.1858907,-0.95319355,-1.2326971,1,
KxhJLL93qwM_000,0.21096651,1.4408473,-1.2298808,1,
KxhJLL93qwM_001,-0.10606796,1.2917439,-1.3978118,1,
KxhJLL93qwM_002,-2.4329934,0.57050002,-3.0034934,1,
KxhJLL93qwM_003,1.7066119,-1.1088339,2.8154458,1,
KxhJLL93qwM_004,0.081778899,-3.1184881,3.200267,1,
KxhJLL93qwM_005,2.530256,-0.97325271,3.5035087,1,
KxhJLL93qwM_006,0.70175254,0.55126137,0.15049118,1,
KxhJLL93qwM_007,-0.41634479,0.68828589,-1.1046307,1,
KxhJLL93qwM_008,3.024008,0.41787645,2.6061316,1,
KxhJLL93qwM_009,1.0864811,-1.1705214,2.2570025,1,
KxhJLL93qwM_010,1.2646809,-1.8414066,3.1060874,1,
KxhJLL93qwM_011,-2.6207054,-0.19368285,-2.4270225,1,
KxhJLL93qwM_012,-0.71183252,1.0060626,-1.7178952,1,
KxhJLL93qwM_013,-4.5084677,-1.285455,-3.2230127,1,
L0lBCEIo_mM_000,-1.6295476,0.46307999,-2.0926276,1,
L0lBCEIo_mM_001,-1.7964536,-0.88161814,-0.91483545,1,
L0lBCEIo_mM_002,-3.7294493,-1.5102968,-2.2191525,1,
L0lBCEIo_mM_003,-3.2982769,-0.22412419,-3.0741527,1,
L5BsAkSMLkI_000,-3.8788862,-1.2299483,-2.6489379,1,
L5BsAkSMLkI_001,-3.5437965,-0.057869289,-3.4859273,1,
L5BsAkSMLkI_002,-1.0321617,0.54646146,-1.5786232,1,
L5BsAkSMLkI_003,-2.6285903,-0.29149866,-2.3370917,1,
L5BsAkSMLkI_004,-4.3092117,-0.79150563,-3.5177061,1,
LDZOYnu-vyw_000,-3.0365956,-0.34825662,-2.688339,1,
LDZOYnu-vyw_001,-1.7779901,1.5601872,-3.3381773,1,
LDZOYnu-vyw_002,-2.6124809,0.59934378,-3.2118247,1,
LDZOYnu-vyw_003,4.9945855,2.7782884,2.2162971,1,
LDZOYnu-vyw_004,4.0185847,-0.4402197,4.4588044,1,
LDZOYnu-vyw_005,-2.2435219,-1.4802698,-0.76325214,1,
LDZOYnu-vyw_006,-3.3308918,-1.587598,-1.7432939,1,
LDZOYnu-vyw_007,-3.9367576,-0.57947963,-3.3572779,1,
LFUl2V-6ZLA_000,-1.277814,-0.54776675,-0.73004729,1,
LFUl2V-6ZLA_001,-1.9998312,-0.70234036,-1.2974908,1,
LFUl2V-6ZLA_002,-0.39406282,2.1871939,-2.5812567,1,
LFUl2V-6ZLA_003,-1.7935055,-2.314471,0.52096546,1,
LFUl2V-6ZLA_004,-1.7936323,0.035561897,-1.8291942,1,
LSd2tyfd6KI_000,-0.30971533,1.61428,-1.9239953,1,
LSd2tyfd6KI_001,-1.6461074,2.626081,-4.2721884,1,
LSd2tyfd6KI_002,-2.8687496,0.66017091,-3.5289205,1,
LSd2tyfd6KI_003,-2.8943288,0.3615883,-3.2559171,1,
LSd2tyfd6KI_004,-1.4130952,0.76915848,-2.1822537,1,
LSd2tyfd6KI_005,-3.0720148,-0.64501411,-2.4270007,1,
LSd2tyfd6KI_006,-1.5761594,0.55243063,-2.12859,1,
LSd2tyfd6KI_007,-2.964838,-0.36675686,-2.5980812,1,
LSd2tyfd6KI_008,-2.4236898,0.90643919,-3.330129,1,
LSd2tyfd6KI_009,-3.8896613,-0.77531022,-3.1143511,1,
LVOqQ1EJm5k_000,-0.98630482,0.47252584,-1.4588307,1,
LVOqQ1EJm5k_001,0.501288,-1.0023818,1.5036698,1,
LVOqQ1EJm5k_002,-2.6299958,-0.33811364,-2.2918822,1,
LVOqQ1EJm5k_003,-2.7855437,0.53472215,-3.3202658,1,
LVOqQ1EJm5k_004,-1.8612088,-0.91603881,-0.94516999,1,
LVOqQ1EJm5k_005,-0.14716968,2.2668436,-2.4140132,1,
LVOqQ1EJm5k_006,-3.4247334,-1.781076,-1.6436574,1,
LVOqQ1EJm5k_007,0.16315015,-0.19576824,0.35891838,1,
LVOqQ1EJm5k_008,-1.3093349,0.41217092,-1.7215058,1,
LVOqQ1EJm5k_009,-0.94679481,-1.4642627,0.51746792,1,
LVOqQ1EJm5k_010,-2.1883526,-2.8396728,0.65132022,1,
LVOqQ1EJm5k_011,-1.172335,-2.9928024,1.8204674,1,
LVOqQ1EJm5k_012,-2.4920185,-0.79085541,-1.7011631,1,
Lbms7nr19f0_000,-0.24298786,0.93302,-1.1760079,1,
Lbms7nr19f0_001,-1.7865673,0.1398567,-1.926424,1,
Lbms7nr19f0_002,-2.0956664,0.23100433,-2.3266707,1,
Lbms7nr19f0_003,-1.3385304,-1.9637721,0.62524164,1,
Lbms7nr19f0_004,0.76066518,0.94418424,-0.18351907,1,
Lbms7nr19f0_005,0.54563075,-1.8518367,2.3974674,1,
Lbms7nr19f0_006,-2.261816,-0.9354623,-1.3263537,1,
Lbms7nr19f0_007,-4.4994154,-1.1251419,-3.3742735,1,
LpzKTGMmCyA_000,0.22504212,-0.45149559,0.67653771,1,
LpzKTGMmCyA_001,-2.3418038,-1.2186362,-1.1231676,1,
LpzKTGMmCyA_002,-2.3069351,0.50785923,-2.8147943,1,
LpzKTGMmCyA_003,-2.5533915,0.68431145,-3.2377029,1,
LpzKTGMmCyA_004,-2.3242993,0.55934304,-2.8836424,1,
LpzKTGMmCyA_005,-3.6289971,0.37494317,-4.0039403,1,
LpzKTGMmCyA_006,-2.2238417,0.93788064,-3.1617223,1,
LpzKTGMmCyA_007,-1.301654,0.28909972,-1.5907537,1,
LpzKTGMmCyA_008,0.30914673,1.8201457,-1.510999,1,
LpzKTGMmCyA_009,-2.659173,1.1669091,-3.8260821,1,
Lv9TPbpnAYo_000,-4.3980441,-1.3892254,-3.0088187,1,
Lv9TPbpnAYo_001,-0.96763033,0.59411114,-1.5617415,1,
Lv9TPbpnAYo_002,-0.70226783,0.94805342,-1.6503212,1,
Lv9TPbpnAYo_003,0.555704,-0.26935229,0.82505628,1,
Lv9TPbpnAYo_004,-3.7241235,-0.50190413,-3.2222193,1,
MBHkFxvbVy0_000,-1.0185835,-0.50768667,-0.51089686,1,
MBHkFxvbVy0_001,-1.8563377,-0.87222475,-0.98411292,1,
MBHkFxvbVy0_002,-0.74833107,0.089497134,-0.8378282,1,
MBHkFxvbVy0_003,-1.2593383,-1.520139,0.26080072,1,
MBHkFxvbVy0_004,-1.7883112,-2.8712733,1.082962,1,
MBHkFxvbVy0_005,-1.4090515,-1.7957309,0.38667941,1,
MBHkFxvbVy0_006,0.1726087,-2.1691096,2.3417183,1,
MBHkFxvbVy0_007,-2.2334652,-0.015797487,-2.2176677,1,
MDNBEqwzQTA_000,5.1292787,2.9648111,2.1644676,1,
MDNBEqwzQTA_001,3.4576278,1.397994,2.0596337,1,
MDNBEqwzQTA_002,3.797261,1.9750727,1.8221883,1,
MDNBEqwzQTA_003,4.6599822,0.62752527,4.0324569,1,
MDNBEqwzQTA_004,3.3826447,1.305295,2.0773497,1,
MDNBEqwzQTA_005,5.8290734,3.5305839,2.2984896,1,
MDNBEqwzQTA_006,6.1308184,1.6489574,4.481861,1,
MDNBEqwzQTA_007,6.0178437,2.8444593,3.1733844,1,
MDNBEqwzQTA_008,3.3220804,-1.4279662,4.7500466,1,
MDNBEqwzQTA_009,5.393115,0.12861811,5.2644969,1,
MDNBEqwzQTA_010,-0.71877664,-0.96060187,0.24182522,1,
MDNBEqwzQTA_011,-0.82002014,-0.79748833,-0.022531807,1,
MDNBEqwzQTA_012,-1.5444812,-1.1793772,-0.36510396,1,
MDNBEqwzQTA_013,-1.8306839,0.024442919,-1.8551269,1,
MDNBEqwzQTA_014,-3.6562994,-0.53846568,-3.1178337,1,
MKF8KnsyaJs_000,-2.6783106,-3.7118597,1.0335491,1,
MKF8KnsyaJs_001,-0.44680044,1.4456041,-1.8924045,1,
MKF8KnsyaJs_002,-0.64936101,0.48424843,-1.1336094,1,
MKF8KnsyaJs_003,-1.1383202,1.1938469,-2.3321671,1,
MKF8KnsyaJs_004,-1.0021133,1.6547706,-2.656884,1,
MKF8KnsyaJs_005,-0.95452154,-1.3220998,0.36757827,1,
MKF8KnsyaJs_006,0.63620234,1.5666413,-0.930439,1,
MKF8KnsyaJs_007,-1.2558843,-2.1508906,0.8950063,1,
MKF8KnsyaJs_008,-2.7886233,0.10482146,-2.8934448,1,
MR_pKvMisRk_000,-2.6306417,-3.4181449,0.78750324,1,
MR_pKvMisRk_001,-2.484108,-0.99118006,-1.4929279,1,
MR_pKvMisRk_002,-2.2735512,0.049975928,-2.3235272,1,
MR_pKvMisRk_003,-4.3356881,-1.0096813,-3.3260068,1,
MSV39CPq9kg_000,-0.64740986,-0.21987456,-0.4275353,1,
MSV39CPq9kg_001,-2.0364647,-0.83158952,-1.2048752,1,
MSV39CPq9kg_002,-0.036268368,-1.3055313,1.2692629,1,
MSV39CPq9kg_003,-1.0018853,0.24997793,-1.2518632,1,
MSV39CPq9kg_004,-4.1418824,-0.87478101,-3.2671014,1,
MT-FHleifxc_000,-0.28980559,-2.0300155,1.7402099,1,
MT-FHleifxc_001,-2.2978773,-1.1754274,-1.1224499,1,
MUch03ZpJQ4_000,-0.031446978,1.3631903,-1.3946373,1,
MUch03ZpJQ4_001,-0.84376258,-0.017818451,-0.82594413,1,
MUch03ZpJQ4_002,-0.49535671,-0.034995429,-0.46036128,1,
MUch03ZpJQ4_003,0.71488345,1.6156832,-0.90079975,1,
MUch03ZpJQ4_004,-0.32300276,1.1782687,-1.5012714,1,
MUch03ZpJQ4_005,-0.21892424,0.99225938,-1.2111836,1,
MUch03ZpJQ4_006,-2.0650501,0.41411039,-2.4791605,1,
MUch03ZpJQ4_007,-0.32407382,1.0818799,-1.4059537,1,
MUch03ZpJQ4_008,-0.62630993,1.0533643,-1.6796742,1,
MUch03ZpJQ4_009,0.017812116,1.4462831,-1.428471,1,
MUch03ZpJQ4_010,-0.07372313,1.6902831,-1.7640062,1,
MUch03ZpJQ4_011,-1.5181702,0.39949557,-1.9176658,1,
MUch03ZpJQ4_012,1.0256884,-0.12022131,1.1459097,1,
MUch03ZpJQ4_013,1.4169114,1.097232,0.31967938,1,
MUch03ZpJQ4_014,0.93726587,1.8083698,-0.87110388,1,
MUch03ZpJQ4_015,-0.33446583,0.99843228,-1.3328981,1,
MUch03ZpJQ4_016,-0.9927054,0.76590371,-1.7586091,1,
MUch03ZpJQ4_017,0.35934871,1.6268313,-1.2674826,1,
MUch03ZpJQ4_018,0.014994657,2.2484188,-2.2334242,1,
MUch03ZpJQ4_019,-0.62269914,1.0104299,-1.633129,1,
MUch03ZpJQ4_020,-0.52085984,0.71081901,-1.2316788,1,
MUch03ZpJQ4_021,-0.40029588,0.328484,-0.72877988,1,
MUch03ZpJQ4_022,-0.10483236,0.73843592,-0.84326828,1,
MUch03ZpJQ4_023,-0.52384984,0.37359494,-0.89744478,1,
MUch03ZpJQ4_024,-1.3494887,-0.035800613,-1.3136881,1,
MUch03ZpJQ4_025,1.0820348,1.5427363,-0.46070147,1,
MUch03ZpJQ4_026,-0.24894986,0.69253492,-0.94148478,1,
MUch03ZpJQ4_027,-0.94233453,-0.25467792,-0.68765661,1,
MUch03ZpJQ4_028,-1.3800406,-0.014800659,-1.36524,1,
MUch03ZpJQ4_029,0.87858999,2.1372705,-1.2586805,1,
MUch03ZpJQ4_030,-0.51701421,1.3599538,-1.876968,1,
MUch03ZpJQ4_031,-1.2722448,-0.03100046,-1.2412444,1,
MUch03ZpJQ4_032,-0.33260706,1.0771649,-1.4097719,1,
MUch03ZpJQ4_033,0.93473303,1.3836895,-0.44895649,1,
MUch03ZpJQ4_034,-1.9119825,-0.2772885,-1.634694,1,
MUch03ZpJQ4_035,-2.1273036,0.41983667,-2.5471403,1,
MUch03ZpJQ4_036,-5.9642634,-2.5253248,-3.4389386,1,
MUch03ZpJQ4_037,-1.0411304,-0.15748954,-0.88364089,1,
MUch03ZpJQ4_038,-1.2246825,0.43411011,-1.6587926,1,
MUch03ZpJQ4_039,-2.1572561,-0.44125658,-1.7159995,1,
MUch03ZpJQ4_040,-2.1782792,-0.37711298,-1.8011662,1,
MUch03ZpJQ4_041,-1.2020226,0.30943552,-1.5114581,1,
MUch03ZpJQ4_042,0.23345806,1.4377139,-1.2042558,1,
MUch03ZpJQ4_043,-0.48244691,0.45519528,-0.93764219,1,
MUch03ZpJQ4_044,-0.8174203,1.6712053,-2.4886256,1,
MUch03ZpJQ4_045,-0.87439114,0.24259132,-1.1169825,1,
MUch03ZpJQ4_046,-0.39660543,0.89303261,-1.289638,1,
MUch03ZpJQ4_047,-2.1907263,-0.61005259,-1.5806737,1,
MUch03ZpJQ4_048,-1.3165869,0.71594471,-2.0325316,1,
MUch03ZpJQ4_049,-0.95625007,0.7914564,-1.7477065,1,
MUch03ZpJQ4_050,0.29970372,0.80785012,-0.50814641,1,
MUch03ZpJQ4_051,0.056125011,1.418398,-1.362273,1,
MUch03ZpJQ4_052,1.0219886,1.4193588,-0.39737022,1,
MUch03ZpJQ4_053,-1.1108896,-0.25300747,-0.85788208,1,
MUch03ZpJQ4_054,-1.9587266,0.0050669205,-1.9637936,1,
MUch03ZpJQ4_055,-0.88105297,-1.0802358,0.19918287,1,
MUch03ZpJQ4_056,-2.944787,-0.87375158,-2.0710354,1,
MUch03ZpJQ4_057,-0.39868996,-0.0018284777,-0.39686148,1,
MUch03ZpJQ4_058,-0.89014405,0.12682673,-1.0169708,1,
MUch03ZpJQ4_059,-1.574334,-0.59150994,-0.98282409,1,
MUch03ZpJQ4_060,-2.5939384,-0.46886942,-2.1250689,1,
MUch03ZpJQ4_061,-2.6916533,-1.0317584,-1.6598948,1,
MUch03ZpJQ4_062,-0.86910689,1.5031613,-2.3722682,1,
MUch03ZpJQ4_063,-1.0435486,0.077979229,-1.1215278,1,
MUch03ZpJQ4_064,-1.2510226,0.96819359,-2.2192162,1,
MUch03ZpJQ4_065,-0.52009952,3.0396535,-3.5597531,1,
MUch03ZpJQ4_066,5.3819642,-1.6570427,7.0390069,1,
MUch03ZpJQ4_067,7.0235944,1.762745,5.2608494,1,
MUch03ZpJQ4_068,5.3059402,-0.84657323,6.1525134,1,
MUch03ZpJQ4_069,6.208477,-0.59469962,6.8031766,1,
MUch03ZpJQ4_070,6.2653947,1.4782614,4.7871333,1,
MX0Rr0G3OGA_000,-2.2302608,-0.43949178,-1.7907691,1,
MX0Rr0G3OGA_001,1.263559,0.35250822,0.91105077,1,
MX0Rr0G3OGA_002,-1.5190721,0.021580771,-1.5406528,1,
MX0Rr0G3OGA_003,-2.7946606,1.2341008,-4.0287614,1,
MX0Rr0G3OGA_004,-2.1843746,0.34479702,-2.5291716,1,
MX0Rr0G3OGA_005,-3.2561548,-1.1738178,-2.082337,1,
MX0Rr0G3OGA_006,-3.0695338,-0.64727503,-2.4222588,1,
MX0Rr0G3OGA_007,-2.9915249,-0.15913531,-2.8323896,1,
MX0Rr0G3OGA_008,-3.7337601,-1.103626,-2.6301341,1,
MX0Rr0G3OGA_009,-2.5947905,0.21018226,-2.8049727,1,
MX0Rr0G3OGA_010,-6.2510581,-3.8042481,-2.44681,1,
MX0Rr0G3OGA_011,-2.9067156,0.11308859,-3.0198042,1,
MX0Rr0G3OGA_012,-4.1501818,-0.74463904,-3.4055427,1,
MYWedTctdeg_000,-2.778909,-0.78677285,-1.9921361,1,
MYWedTctdeg_001,-3.2929454,-0.27347887,-3.0194665,1,
MYWedTctdeg_002,-1.5869137,0.94852406,-2.5354378,1,
MYWedTctdeg_003,-2.687254,0.86652768,-3.5537816,1,
MYWedTctdeg_004,-3.9679108,-0.62046778,-3.347443,1,
N6RGCMRicA8_000,0.18202294,-2.2092187,2.3912417,1,
N6RGCMRicA8_001,-1.961107,0.083048373,-2.0441554,1,
N6RGCMRicA8_002,-1.4146031,0.69375306,-2.1083562,1,
N6RGCMRicA8_003,-1.9204786,0.84833968,-2.7688183,1,
N6RGCMRicA8_004,-3.1866279,-1.2335361,-1.9530917,1,
N6RGCMRicA8_005,-1.5866964,1.393039,-2.9797354,1,
N6RGCMRicA8_006,-2.5807569,-0.86791867,-1.7128382,1,
N6RGCMRicA8_007,1.3545552,0.92107916,0.43347609,1,
N6RGCMRicA8_008,2.0174756,3.6809111,-1.6634355,1,
N6RGCMRicA8_009,-1.3423752,-1.8971776,0.55480242,1,
N6RGCMRicA8_010,-1.4213562,-2.0519266,0.63057041,1,
N6RGCMRicA8_011,0.015830131,-2.2470984,2.2629286,1,
N6RGCMRicA8_012,0.20906441,-1.2992017,1.5082661,1,
N6RGCMRicA8_013,-0.5635764,-2.3140447,1.7504683,1,
N6RGCMRicA8_014,0.54858357,-1.2807729,1.8293565,1,
N6RGCMRicA8_015,-1.0176075,-1.357801,0.34019351,1,
N6RGCMRicA8_016,0.03028246,-1.7268572,1.7571396,1,
N6RGCMRicA8_017,-3.4129705,-0.57207298,-2.8408976,1,
N6RGCMRicA8_018,-2.2614336,-0.28931522,-1.9721184,1,
N6RGCMRicA8_019,-0.54183275,0.48988652,-1.0317193,1,
N6RGCMRicA8_020,0.26707929,1.2004646,-0.93338531,1,
N6RGCMRicA8_021,0.30310863,0.29485443,0.0082542002,1,
