window_id,video_id,tier,idx,start,end,dur,parody_flag,song_flag,recitation_flag,film_flag,film_related_core,contemporary_only,matched_keywords,singing_prob,dialogue_film
6SwkF4lY6gI_003,6SwkF4lY6gI,A,3,67.522,70.174,2.652,0,0,0,1,1,0,film_clip:李小龍,,
6SwkF4lY6gI_004,6SwkF4lY6gI,A,4,82.402,99.806,17.404,0,0,0,1,1,0,film_clip:李小龍,,
6SwkF4lY6gI_005,6SwkF4lY6gI,A,5,109.698,120.574,10.876,0,0,0,1,1,0,film_clip:李小龍,,
6SwkF4lY6gI_006,6SwkF4lY6gI,A,6,122.018,125.278,3.26,0,0,0,1,1,0,film_clip:李小龍,,
6SwkF4lY6gI_007,6SwkF4lY6gI,A,7,134.114,142.11,7.996,0,0,0,1,1,0,film_clip:李小龍,,
6SwkF4lY6gI_008,6SwkF4lY6gI,A,8,147.842,155.166,7.324,0,0,0,1,1,0,film_clip:李小龍,,
6SwkF4lY6gI_009,6SwkF4lY6gI,A,9,162.082,170.494,8.412,0,0,0,1,1,0,film_clip:李小龍,,
6SwkF4lY6gI_010,6SwkF4lY6gI,A,10,186.402,201.854,15.452,0,0,0,1,1,0,film_clip:李小龍,,
6SwkF4lY6gI_011,6SwkF4lY6gI,A,11,209.698,235.55,25.852,0,0,0,1,1,0,film_clip:李小龍,,
6SwkF4lY6gI_012,6SwkF4lY6gI,B,12,236.162,275.262,39.1,0,0,0,1,1,0,film_clip:李小龍,,
6SwkF4lY6gI_013,6SwkF4lY6gI,A,13,281.794,285.694,3.9,0,0,0,1,1,0,film_clip:李小龍,,
6b_trwoU-Bs_000,6b_trwoU-Bs,B,0,0.13,35.358,35.228,0,0,0,1,1,0,film_clip:李小龍,,
6b_trwoU-Bs_001,6b_trwoU-Bs,C,1,35.234,60.958,25.724,0,0,0,1,1,0,film_clip:李小龍,,
6b_trwoU-Bs_002,6b_trwoU-Bs,C,2,61.762,63.678,1.916,0,0,0,1,1,0,film_clip:李小龍,,
6b_trwoU-Bs_003,6b_trwoU-Bs,B,3,64.994,71.774,6.78,0,0,0,1,1,0,film_clip:李小龍,,
6b_trwoU-Bs_004,6b_trwoU-Bs,A,4,78.306,82.206,3.9,0,0,0,1,1,0,film_clip:李小龍,,
6klshR-YtEw_000,6klshR-YtEw,B,0,0.0,34.27,34.27,0,0,0,0,0,1,,,
6klshR-YtEw_001,6klshR-YtEw,B,1,34.114,42.782,8.668,0,0,0,0,0,1,,,
6klshR-YtEw_002,6klshR-YtEw,A,2,43.746,50.142,6.396,0,0,0,0,0,1,,,
6klshR-YtEw_003,6klshR-YtEw,A,3,51.17,60.126,8.956,0,0,0,0,0,1,,,
6klshR-YtEw_004,6klshR-YtEw,A,4,60.738,63.134,2.396,0,0,0,0,0,1,,,
6klshR-YtEw_005,6klshR-YtEw,A,5,64.258,68.414,4.156,0,0,0,0,0,1,,,
6klshR-YtEw_006,6klshR-YtEw,A,6,68.994,76.766,7.772,0,0,0,0,0,1,,,
6klshR-YtEw_007,6klshR-YtEw,A,7,79.874,88.702,8.828,0,0,0,0,0,1,,,
6klshR-YtEw_008,6klshR-YtEw,A,8,89.826,95.518,5.692,0,0,0,0,0,1,,,
6klshR-YtEw_009,6klshR-YtEw,A,9,96.61,101.534,4.924,0,0,0,0,0,1,,,
6klshR-YtEw_010,6klshR-YtEw,A,10,103.298,115.966,12.668,0,0,0,0,0,1,,,
6klshR-YtEw_011,6klshR-YtEw,A,11,116.834,122.174,5.34,0,0,0,0,0,1,,,
6klshR-YtEw_012,6klshR-YtEw,C,12,123.33,127.998,4.668,0,0,0,0,0,1,,,
6klshR-YtEw_013,6klshR-YtEw,A,13,129.826,167.262,37.436,0,0,0,0,0,1,,,
6klshR-YtEw_014,6klshR-YtEw,A,14,167.81,173.342,5.532,0,0,0,0,0,1,,,
6klshR-YtEw_015,6klshR-YtEw,A,15,174.146,177.982,3.836,0,0,0,0,0,1,,,
6klshR-YtEw_016,6klshR-YtEw,A,16,180.482,203.454,22.972,0,0,0,0,0,1,,,
6klshR-YtEw_017,6klshR-YtEw,B,17,209.826,216.414,6.588,0,0,0,0,0,1,,,
6klshR-YtEw_018,6klshR-YtEw,A,18,222.946,226.814,3.868,0,0,0,0,0,1,,,
6kxnMsvfArE_000,6kxnMsvfArE,A,0,2.594,15.134,12.54,0,0,0,0,0,1,,,
6kxnMsvfArE_001,6kxnMsvfArE,B,1,15.746,37.502,21.756,0,0,0,0,0,1,,,
6kxnMsvfArE_002,6kxnMsvfArE,B,2,37.474,60.062,22.588,0,0,0,0,0,1,,,
6kxnMsvfArE_003,6kxnMsvfArE,A,3,656.034,669.15,13.116,0,0,0,0,0,1,,,
6kxnMsvfArE_004,6kxnMsvfArE,B,4,908.898,915.454,6.556,0,0,0,0,0,1,,,
6kxnMsvfArE_005,6kxnMsvfArE,A,5,921.89,925.886,3.996,0,0,0,0,0,1,,,
6qI6TJvLEFI_000,6qI6TJvLEFI,A,0,2.306,5.95,3.644,0,0,0,0,0,1,,,
6qI6TJvLEFI_001,6qI6TJvLEFI,A,1,7.778,11.07,3.292,0,0,0,0,0,1,,,
6qI6TJvLEFI_002,6qI6TJvLEFI,A,2,12.866,17.214,4.348,0,0,0,0,0,1,,,
6qI6TJvLEFI_003,6qI6TJvLEFI,A,3,18.882,28.158,9.276,0,0,0,0,0,1,,,
6qI6TJvLEFI_004,6qI6TJvLEFI,A,4,28.898,43.23,14.332,0,0,0,0,0,1,,,
6qI6TJvLEFI_005,6qI6TJvLEFI,A,5,45.474,49.374,3.9,0,0,0,0,0,1,,,
6qI6TJvLEFI_006,6qI6TJvLEFI,A,6,50.21,66.814,16.604,0,0,0,0,0,1,,,
6qI6TJvLEFI_007,6qI6TJvLEFI,B,7,69.154,75.902,6.748,0,0,0,0,0,1,,,
6qI6TJvLEFI_008,6qI6TJvLEFI,A,8,82.338,86.334,3.996,0,0,0,0,0,1,,,
6qbasnLUeLs_000,6qbasnLUeLs,A,0,0.0,9.47,9.47,0,0,0,1,1,0,film_clip:李小龍,,
6qbasnLUeLs_001,6qbasnLUeLs,A,1,10.114,13.022,2.908,0,0,0,1,1,0,film_clip:李小龍,,
6qbasnLUeLs_002,6qbasnLUeLs,B,2,14.722,21.054,6.332,0,0,0,1,1,0,film_clip:李小龍,,
6qbasnLUeLs_003,6qbasnLUeLs,C,3,23.746,28.574,4.828,0,0,0,1,1,0,film_clip:李小龍,,
6qbasnLUeLs_004,6qbasnLUeLs,C,4,29.666,46.142,16.476,0,0,0,1,1,0,film_clip:李小龍,,
6qbasnLUeLs_005,6qbasnLUeLs,C,5,46.754,56.99,10.236,0,0,0,1,1,0,film_clip:李小龍,,
6qbasnLUeLs_006,6qbasnLUeLs,C,6,57.57,93.278,35.708,0,0,0,1,1,0,film_clip:李小龍,,
6qbasnLUeLs_007,6qbasnLUeLs,A,7,94.018,110.878,16.86,0,0,0,1,1,0,film_clip:李小龍,,
6qbasnLUeLs_008,6qbasnLUeLs,B,8,114.818,121.374,6.556,0,0,0,1,1,0,film_clip:李小龍,,
6qbasnLUeLs_009,6qbasnLUeLs,A,9,127.906,131.806,3.9,0,0,0,1,1,0,film_clip:李小龍,,
6rmTqvCtEuM_000,6rmTqvCtEuM,B,0,0.066,5.406,5.34,0,0,1,0,0,0,recitation:朗讀,,
6rmTqvCtEuM_001,6rmTqvCtEuM,A,1,6.114,27.806,21.692,0,0,1,0,0,0,recitation:朗讀,,
6rmTqvCtEuM_002,6rmTqvCtEuM,A,2,33.762,37.79,4.028,0,0,1,0,0,0,recitation:朗讀,,
6zVyUvw0JfU_000,6zVyUvw0JfU,B,0,0.0,36.678,36.678,0,0,0,0,0,1,,,
6zVyUvw0JfU_001,6zVyUvw0JfU,B,1,36.378,66.278,29.9,0,0,0,0,0,1,,,
6zVyUvw0JfU_002,6zVyUvw0JfU,B,2,65.978,102.142,36.164,0,0,0,0,0,1,,,
6zVyUvw0JfU_003,6zVyUvw0JfU,B,3,101.858,137.47,35.612,0,0,0,0,0,1,,,
6zVyUvw0JfU_004,6zVyUvw0JfU,B,4,137.346,176.35,39.004,0,0,0,0,0,1,,,
6zVyUvw0JfU_005,6zVyUvw0JfU,B,5,182.85,186.782,3.932,0,0,0,0,0,1,,,
7CGgQCUOJbw_000,7CGgQCUOJbw,A,0,24.866,46.494,21.628,0,0,0,0,0,1,,,
7CGgQCUOJbw_001,7CGgQCUOJbw,B,1,51.522,79.582,28.06,0,0,0,0,0,1,,,
7CGgQCUOJbw_002,7CGgQCUOJbw,A,2,86.082,89.982,3.9,0,0,0,0,0,1,,,
7LuAjOjXab4_000,7LuAjOjXab4,A,0,0.0,36.638,36.638,0,0,0,0,0,1,,,
7LuAjOjXab4_001,7LuAjOjXab4,A,1,37.346,49.374,12.028,0,0,0,0,0,1,,,
7LuAjOjXab4_002,7LuAjOjXab4,A,2,49.986,73.79,23.804,0,0,0,0,0,1,,,
7LuAjOjXab4_003,7LuAjOjXab4,B,3,75.49,82.206,6.716,0,0,0,0,0,1,,,
7LuAjOjXab4_004,7LuAjOjXab4,A,4,88.738,92.638,3.9,0,0,0,0,0,1,,,
7MLzvAy3CuM_000,7MLzvAy3CuM,A,0,6.242,11.358,5.116,0,0,0,0,0,1,,,
7MLzvAy3CuM_001,7MLzvAy3CuM,A,1,17.282,18.974,1.692,0,0,0,0,0,1,,,
7MLzvAy3CuM_002,7MLzvAy3CuM,A,2,25.538,27.294,1.756,0,0,0,0,0,1,,,
7MLzvAy3CuM_003,7MLzvAy3CuM,A,3,32.834,34.558,1.724,0,0,0,0,0,1,,,
7MLzvAy3CuM_004,7MLzvAy3CuM,A,4,44.29,45.95,1.66,0,0,0,0,0,1,,,
7MLzvAy3CuM_005,7MLzvAy3CuM,A,5,61.026,67.454,6.428,0,0,0,0,0,1,,,
7MLzvAy3CuM_006,7MLzvAy3CuM,A,6,73.698,75.23,1.532,0,0,0,0,0,1,,,
7MLzvAy3CuM_007,7MLzvAy3CuM,A,7,81.25,82.782,1.532,0,0,0,0,0,1,,,
7MLzvAy3CuM_008,7MLzvAy3CuM,A,8,90.69,92.222,1.532,0,0,0,0,0,1,,,
7MLzvAy3CuM_009,7MLzvAy3CuM,B,9,101.314,107.742,6.428,0,0,0,0,0,1,,,
7MLzvAy3CuM_010,7MLzvAy3CuM,A,10,114.306,118.174,3.868,0,0,0,0,0,1,,,
7N9pz7fZQ4E_000,7N9pz7fZQ4E,A,0,0.0,11.23,11.23,0,0,0,0,0,1,,,
7N9pz7fZQ4E_001,7N9pz7fZQ4E,A,1,12.098,35.262,23.164,0,0,0,0,0,1,,,
7N9pz7fZQ4E_002,7N9pz7fZQ4E,A,2,36.002,47.774,11.772,0,0,0,0,0,1,,,
7N9pz7fZQ4E_003,7N9pz7fZQ4E,B,3,48.29,66.302,18.012,0,0,0,0,0,1,,,
7N9pz7fZQ4E_004,7N9pz7fZQ4E,B,4,72.77,76.766,3.996,0,0,0,0,0,1,,,
7U3LKpXaBds_000,7U3LKpXaBds,B,0,0.13,36.478,36.348,0,0,0,1,1,0,film_clip:李小龍,,
7U3LKpXaBds_001,7U3LKpXaBds,B,1,36.354,63.966,27.612,0,0,0,1,1,0,film_clip:李小龍,,
7U3LKpXaBds_002,7U3LKpXaBds,B,2,64.098,91.87,27.772,0,0,0,1,1,0,film_clip:李小龍,,
7U3LKpXaBds_003,7U3LKpXaBds,B,3,92.578,99.326,6.748,0,0,0,1,1,0,film_clip:李小龍,,
7U3LKpXaBds_004,7U3LKpXaBds,A,4,105.858,109.758,3.9,0,0,0,1,1,0,film_clip:李小龍,,
7ZDZVThmWfA_000,7ZDZVThmWfA,B,0,0.0,28.67,28.67,0,0,0,0,0,1,,,
7ZDZVThmWfA_001,7ZDZVThmWfA,B,1,28.418,58.878,30.46,0,0,0,0,0,1,,,
7ZDZVThmWfA_002,7ZDZVThmWfA,A,2,757.762,759.614,1.852,0,0,0,0,0,1,,,
7ZDZVThmWfA_003,7ZDZVThmWfA,A,3,792.386,794.11,1.724,0,0,0,0,0,1,,,
7ZDZVThmWfA_004,7ZDZVThmWfA,A,4,794.946,798.206,3.26,0,0,0,0,0,1,,,
7ZDZVThmWfA_005,7ZDZVThmWfA,A,5,840.898,842.462,1.564,0,0,0,0,0,1,,,
7ZDZVThmWfA_006,7ZDZVThmWfA,B,6,869.25,875.742,6.492,0,0,0,0,0,1,,,
7ZDZVThmWfA_007,7ZDZVThmWfA,B,7,882.21,886.142,3.932,0,0,0,0,0,1,,,
7kWXOgdcn4c_000,7kWXOgdcn4c,A,0,0.066,24.67,24.604,0,0,0,0,0,1,,,
7kWXOgdcn4c_001,7kWXOgdcn4c,A,1,25.314,37.918,12.604,0,0,0,0,0,1,,,
7kWXOgdcn4c_002,7kWXOgdcn4c,A,2,38.498,67.934,29.436,0,0,0,0,0,1,,,
7kWXOgdcn4c_003,7kWXOgdcn4c,B,3,69.698,76.478,6.78,0,0,0,0,0,1,,,
7kWXOgdcn4c_004,7kWXOgdcn4c,B,4,82.978,86.91,3.932,0,0,0,0,0,1,,,
7qisH4fL9qY_000,7qisH4fL9qY,B,0,185.506,191.998,6.492,0,0,0,0,0,1,,,
7qisH4fL9qY_001,7qisH4fL9qY,A,1,197.57,201.438,3.868,0,0,0,0,0,1,,,
7uMXWgvf_IU_000,7uMXWgvf_IU,B,0,0.0,30.11,30.11,0,0,0,0,0,1,,,
7uMXWgvf_IU_001,7uMXWgvf_IU,B,1,30.37,46.462,16.092,0,0,0,0,0,1,,,
7uMXWgvf_IU_002,7uMXWgvf_IU,C,2,46.338,77.086,30.748,0,0,0,0,0,1,,0.1258309781551361,0
7uMXWgvf_IU_003,7uMXWgvf_IU,B,3,77.218,112.03,34.812,0,0,0,0,0,1,,,
7uMXWgvf_IU_004,7uMXWgvf_IU,C,4,112.066,119.614,7.548,0,0,0,0,0,1,,0.1159785613417625,0
7uMXWgvf_IU_005,7uMXWgvf_IU,A,5,121.09,134.91,13.82,0,0,0,0,0,1,,,
7uMXWgvf_IU_006,7uMXWgvf_IU,C,6,135.426,164.862,29.436,0,0,0,0,0,1,,0.0969354435801506,0
7uMXWgvf_IU_007,7uMXWgvf_IU,B,7,164.77,193.598,28.828,0,0,0,0,0,1,,,
7uMXWgvf_IU_008,7uMXWgvf_IU,B,8,193.346,221.246,27.9,0,0,0,0,0,1,,,
7uMXWgvf_IU_009,7uMXWgvf_IU,B,9,227.778,231.71,3.932,0,0,0,0,0,1,,,
83ipAZp4hr8_000,83ipAZp4hr8,A,0,0.0,20.446,20.446,0,0,0,1,1,0,film_clip:李小龍|林鳳,,
83ipAZp4hr8_001,83ipAZp4hr8,B,1,81.794,88.126,6.332,0,0,0,1,1,0,film_clip:李小龍|林鳳,,
83ipAZp4hr8_002,83ipAZp4hr8,A,2,94.69,98.558,3.868,0,0,0,1,1,0,film_clip:李小龍|林鳳,,
88h7OzVLzeI_000,88h7OzVLzeI,A,0,0.0,18.142,18.142,0,0,0,0,0,1,,,
88h7OzVLzeI_001,88h7OzVLzeI,A,1,43.426,47.774,4.348,0,0,0,0,0,1,,,
88h7OzVLzeI_002,88h7OzVLzeI,A,2,51.49,56.606,5.116,0,0,0,0,0,1,,,
88h7OzVLzeI_003,88h7OzVLzeI,C,3,57.25,58.91,1.66,0,0,0,0,0,1,,,
88h7OzVLzeI_004,88h7OzVLzeI,A,4,59.426,70.366,10.94,0,0,0,0,0,1,,,
88h7OzVLzeI_005,88h7OzVLzeI,A,5,71.138,73.886,2.748,0,0,0,0,0,1,,,
88h7OzVLzeI_006,88h7OzVLzeI,A,6,77.218,89.502,12.284,0,0,0,0,0,1,,,
88h7OzVLzeI_007,88h7OzVLzeI,A,7,93.506,118.526,25.02,0,0,0,0,0,1,,,
88h7OzVLzeI_008,88h7OzVLzeI,A,8,121.826,134.11,12.284,0,0,0,0,0,1,,,
88h7OzVLzeI_009,88h7OzVLzeI,B,9,145.154,151.582,6.428,0,0,0,0,0,1,,,
88h7OzVLzeI_010,88h7OzVLzeI,A,10,158.146,161.95,3.804,0,0,0,0,0,1,,,
8G6DH4n9U9Y_000,8G6DH4n9U9Y,C,0,0.0,33.95,33.95,0,0,0,0,0,1,,,
8G6DH4n9U9Y_001,8G6DH4n9U9Y,C,1,33.762,73.31,39.548,0,0,0,0,0,1,,,
8G6DH4n9U9Y_002,8G6DH4n9U9Y,B,2,73.154,78.078,4.924,0,0,0,0,0,1,,,
8G6DH4n9U9Y_003,8G6DH4n9U9Y,A,3,84.642,88.542,3.9,0,0,0,0,0,1,,,
8fXeD7pKbWI_000,8fXeD7pKbWI,A,0,27.586,49.79,22.204,0,0,0,0,0,1,,,
8fXeD7pKbWI_001,8fXeD7pKbWI,B,1,67.394,72.03,4.636,0,0,0,0,0,1,,,
8fXeD7pKbWI_002,8fXeD7pKbWI,A,2,78.626,82.494,3.868,0,0,0,0,0,1,,,
8jJY637fQik_000,8jJY637fQik,B,0,0.0,26.398,26.398,0,0,0,1,1,0,film_clip:李小龍,,
8jJY637fQik_001,8jJY637fQik,B,1,26.242,61.438,35.196,0,0,0,1,1,0,film_clip:李小龍,,
8jJY637fQik_002,8jJY637fQik,B,2,61.282,90.718,29.436,0,0,0,1,1,0,film_clip:李小龍,,
8jJY637fQik_003,8jJY637fQik,B,3,90.53,125.566,35.036,0,0,0,1,1,0,film_clip:李小龍,,
8jJY637fQik_004,8jJY637fQik,B,4,126.53,133.278,6.748,0,0,0,1,1,0,film_clip:李小龍,,
8jJY637fQik_005,8jJY637fQik,B,5,139.81,143.742,3.932,0,0,0,1,1,0,film_clip:李小龍,,
8sDvUH7x4iw_000,8sDvUH7x4iw,A,0,0.93,7.454,6.524,0,0,0,0,0,1,,,
8sDvUH7x4iw_001,8sDvUH7x4iw,A,1,8.194,16.702,8.508,0,0,0,0,0,1,,,
8sDvUH7x4iw_002,8sDvUH7x4iw,A,2,18.082,23.934,5.852,0,0,0,0,0,1,,,
8sDvUH7x4iw_003,8sDvUH7x4iw,A,3,25.442,49.822,24.38,0,0,0,0,0,1,,,
8sDvUH7x4iw_004,8sDvUH7x4iw,A,4,51.042,58.142,7.1,0,0,0,0,0,1,,,
8sDvUH7x4iw_005,8sDvUH7x4iw,A,5,58.786,61.534,2.748,0,0,0,0,0,1,,,
8sDvUH7x4iw_006,8sDvUH7x4iw,A,6,64.546,104.734,40.188,0,0,0,0,0,1,,,
8sDvUH7x4iw_007,8sDvUH7x4iw,B,7,107.01,113.694,6.684,0,0,0,0,0,1,,,
8sDvUH7x4iw_008,8sDvUH7x4iw,A,8,119.138,123.134,3.996,0,0,0,0,0,1,,,
8wflrDLxY84_000,8wflrDLxY84,A,0,3.138,10.27,7.132,0,0,0,0,0,1,,,
8wflrDLxY84_001,8wflrDLxY84,B,1,11.01,43.934,32.924,0,0,0,0,0,1,,,
8wflrDLxY84_002,8wflrDLxY84,A,2,50.498,54.366,3.868,0,0,0,0,0,1,,,
8x5JiKy8RFY_000,8x5JiKy8RFY,C,0,0.0,6.686,6.686,0,0,0,0,0,1,,,
8x5JiKy8RFY_001,8x5JiKy8RFY,C,1,15.49,17.822,2.332,0,0,0,0,0,1,,,
8x5JiKy8RFY_002,8x5JiKy8RFY,A,2,20.994,39.262,18.268,0,0,0,0,0,1,,,
8x5JiKy8RFY_003,8x5JiKy8RFY,A,3,39.97,42.878,2.908,0,0,0,0,0,1,,,
8x5JiKy8RFY_004,8x5JiKy8RFY,A,4,45.954,59.262,13.308,0,0,0,0,0,1,,,
8x5JiKy8RFY_005,8x5JiKy8RFY,B,5,62.146,67.934,5.788,0,0,0,0,0,1,,,
8x5JiKy8RFY_006,8x5JiKy8RFY,B,6,70.786,76.478,5.692,0,0,0,0,0,1,,,
8x5JiKy8RFY_007,8x5JiKy8RFY,A,7,78.69,84.318,5.628,0,0,0,0,0,1,,,
8x5JiKy8RFY_008,8x5JiKy8RFY,A,8,86.85,100.478,13.628,0,0,0,0,0,1,,,
8x5JiKy8RFY_009,8x5JiKy8RFY,A,9,102.53,111.646,9.116,0,0,0,0,0,1,,,
8x5JiKy8RFY_010,8x5JiKy8RFY,A,10,113.986,120.51,6.524,0,0,0,0,0,1,,,
8x5JiKy8RFY_011,8x5JiKy8RFY,B,11,122.562,127.358,4.796,0,0,0,0,0,1,,,
8x5JiKy8RFY_012,8x5JiKy8RFY,B,12,130.114,154.91,24.796,0,0,0,0,0,1,,,
8x5JiKy8RFY_013,8x5JiKy8RFY,A,13,157.09,165.598,8.508,0,0,0,0,0,1,,,
8x5JiKy8RFY_014,8x5JiKy8RFY,B,14,168.226,189.79,21.564,0,0,0,0,0,1,,,
8x5JiKy8RFY_015,8x5JiKy8RFY,A,15,193.058,197.95,4.892,0,0,0,0,0,1,,,
8x5JiKy8RFY_016,8x5JiKy8RFY,B,16,208.354,216.35,7.996,0,0,0,0,0,1,,,
8xIvuJoS5Pg_000,8xIvuJoS5Pg,A,0,0.0,29.118,29.118,0,0,0,0,0,1,,,
8xIvuJoS5Pg_001,8xIvuJoS5Pg,A,1,31.394,56.638,25.244,0,0,0,0,0,1,,,
8xIvuJoS5Pg_002,8xIvuJoS5Pg,A,2,59.298,64.894,5.596,0,0,0,0,0,1,,,
8xIvuJoS5Pg_003,8xIvuJoS5Pg,B,3,67.682,74.462,6.78,0,0,0,0,0,1,,,
8xIvuJoS5Pg_004,8xIvuJoS5Pg,A,4,80.962,84.862,3.9,0,0,0,0,0,1,,,
9GKnaIpqSRA_000,9GKnaIpqSRA,B,0,7.65,44.03,36.38,0,0,0,1,1,0,film_clip:李小龍|芳艷芬|石堅,,
9GKnaIpqSRA_001,9GKnaIpqSRA,B,1,44.354,72.254,27.9,0,0,0,1,1,0,film_clip:李小龍|芳艷芬|石堅,,
9GKnaIpqSRA_002,9GKnaIpqSRA,A,2,89.474,91.038,1.564,0,0,0,1,1,0,film_clip:李小龍|芳艷芬|石堅,,
9GKnaIpqSRA_003,9GKnaIpqSRA,A,3,92.61,94.494,1.884,0,0,0,1,1,0,film_clip:李小龍|芳艷芬|石堅,,
9GKnaIpqSRA_004,9GKnaIpqSRA,A,4,95.618,98.366,2.748,0,0,0,1,1,0,film_clip:李小龍|芳艷芬|石堅,,
9GKnaIpqSRA_005,9GKnaIpqSRA,A,5,103.074,105.79,2.716,0,0,0,1,1,0,film_clip:李小龍|芳艷芬|石堅,,
9GKnaIpqSRA_006,9GKnaIpqSRA,A,6,106.498,113.886,7.388,0,0,0,1,1,0,film_clip:李小龍|芳艷芬|石堅,,
9GKnaIpqSRA_007,9GKnaIpqSRA,A,7,114.53,120.126,5.596,0,0,0,1,1,0,film_clip:李小龍|芳艷芬|石堅,,
9GKnaIpqSRA_008,9GKnaIpqSRA,A,8,122.242,125.566,3.324,0,0,0,1,1,0,film_clip:李小龍|芳艷芬|石堅,,
9GKnaIpqSRA_009,9GKnaIpqSRA,A,9,126.178,128.062,1.884,0,0,0,1,1,0,film_clip:李小龍|芳艷芬|石堅,,
9GKnaIpqSRA_010,9GKnaIpqSRA,A,10,130.722,134.398,3.676,0,0,0,1,1,0,film_clip:李小龍|芳艷芬|石堅,,
9GKnaIpqSRA_011,9GKnaIpqSRA,B,11,189.89,227.198,37.308,0,0,0,1,1,0,film_clip:李小龍|芳艷芬|石堅,,
9GKnaIpqSRA_012,9GKnaIpqSRA,B,12,227.074,236.734,9.66,0,0,0,1,1,0,film_clip:李小龍|芳艷芬|石堅,,
9GKnaIpqSRA_013,9GKnaIpqSRA,A,13,243.266,247.166,3.9,0,0,0,1,1,0,film_clip:李小龍|芳艷芬|石堅,,
9T8KWGl2ZZQ_000,9T8KWGl2ZZQ,A,0,2.786,6.078,3.292,0,0,0,0,0,1,,,
9T8KWGl2ZZQ_001,9T8KWGl2ZZQ,A,1,10.05,12.99,2.94,0,0,0,0,0,1,,,
9oz0BewUmo4_000,9oz0BewUmo4,A,0,0.77,12.222,11.452,0,0,0,0,0,1,,,
9oz0BewUmo4_001,9oz0BewUmo4,A,1,14.338,30.91,16.572,0,0,0,0,0,1,,,
9oz0BewUmo4_002,9oz0BewUmo4,A,2,33.282,59.71,26.428,0,0,0,0,0,1,,,
9oz0BewUmo4_003,9oz0BewUmo4,A,3,62.37,95.486,33.116,0,0,0,0,0,1,,,
9oz0BewUmo4_004,9oz0BewUmo4,A,4,98.242,112.062,13.82,0,0,0,0,0,1,,,
9oz0BewUmo4_005,9oz0BewUmo4,A,5,113.154,125.63,12.476,0,0,0,0,0,1,,,
9oz0BewUmo4_006,9oz0BewUmo4,A,6,128.674,144.894,16.22,0,0,0,0,0,1,,,
9oz0BewUmo4_007,9oz0BewUmo4,A,7,145.858,153.342,7.484,0,0,0,0,0,1,,,
9oz0BewUmo4_008,9oz0BewUmo4,A,8,155.81,171.71,15.9,0,0,0,0,0,1,,,
9oz0BewUmo4_009,9oz0BewUmo4,A,9,172.386,177.822,5.436,0,0,0,0,0,1,,,
9oz0BewUmo4_010,9oz0BewUmo4,A,10,180.482,199.134,18.652,0,0,0,0,0,1,,,
9oz0BewUmo4_011,9oz0BewUmo4,B,11,201.89,221.438,19.548,0,0,0,0,0,1,,,
9oz0BewUmo4_012,9oz0BewUmo4,B,12,221.986,245.758,23.772,0,0,0,0,0,1,,,
9oz0BewUmo4_013,9oz0BewUmo4,B,13,249.154,260.862,11.708,0,0,0,0,0,1,,,
9oz0BewUmo4_014,9oz0BewUmo4,A,14,264.29,289.566,25.276,0,0,0,0,0,1,,,
9oz0BewUmo4_015,9oz0BewUmo4,A,15,292.002,304.638,12.636,0,0,0,0,0,1,,,
9oz0BewUmo4_016,9oz0BewUmo4,A,16,307.65,335.806,28.156,0,0,0,0,0,1,,,
9oz0BewUmo4_017,9oz0BewUmo4,A,17,338.37,344.094,5.724,0,0,0,0,0,1,,,
9oz0BewUmo4_018,9oz0BewUmo4,A,18,346.818,350.046,3.228,0,0,0,0,0,1,,,
9oz0BewUmo4_019,9oz0BewUmo4,A,19,350.914,356.894,5.98,0,0,0,0,0,1,,,
9oz0BewUmo4_020,9oz0BewUmo4,A,20,360.098,377.246,17.148,0,0,0,0,0,1,,,
9oz0BewUmo4_021,9oz0BewUmo4,A,21,380.61,400.606,19.996,0,0,0,0,0,1,,,
9oz0BewUmo4_022,9oz0BewUmo4,A,22,403.042,433.534,30.492,0,0,0,0,0,1,,,
9oz0BewUmo4_023,9oz0BewUmo4,B,23,434.402,441.054,6.652,0,0,0,0,0,1,,,
9oz0BewUmo4_024,9oz0BewUmo4,A,24,446.498,450.494,3.996,0,0,0,0,0,1,,,
9saz0VPG-To_000,9saz0VPG-To,A,0,0.642,13.982,13.34,0,0,0,0,0,1,,,
9saz0VPG-To_001,9saz0VPG-To,A,1,15.106,17.502,2.396,0,0,0,0,0,1,,,
9saz0VPG-To_002,9saz0VPG-To,A,2,19.394,40.542,21.148,0,0,0,0,0,1,,,
9saz0VPG-To_003,9saz0VPG-To,A,3,42.434,52.254,9.82,0,0,0,0,0,1,,,
9saz0VPG-To_004,9saz0VPG-To,B,4,53.314,60.094,6.78,0,0,0,0,0,1,,,
AOgZUuWbLoE_000,AOgZUuWbLoE,B,0,0.0,39.422,39.422,0,0,0,0,0,1,,,
AOgZUuWbLoE_001,AOgZUuWbLoE,B,1,39.138,79.238,40.1,0,0,0,0,0,1,,,
AOgZUuWbLoE_002,AOgZUuWbLoE,B,2,78.938,82.302,3.364,0,0,0,0,0,1,,,
AOgZUuWbLoE_003,AOgZUuWbLoE,C,3,110.85,115.678,4.828,0,0,0,0,0,1,,,
AOgZUuWbLoE_004,AOgZUuWbLoE,B,4,121.762,136.19,14.428,0,0,0,0,0,1,,,
AOgZUuWbLoE_005,AOgZUuWbLoE,B,5,142.69,146.654,3.964,0,0,0,0,0,1,,,
